Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2020-12-13 09:13 (EST),On Demand,Alex Toussaint,15,Cycling,Low Impact,15 min Low Impact Ride,2020-12-12 14:06 (EST),65,72,34%,80,14.12,3.52,80,,,
2020-12-13 09:30 (EST),Live,Jenn Sherman,45,Cycling,Theme,45 min Cover to Cover Ride,2020-12-13 09:23 (EST),156,58,33%,70,12.28,9.21,191,,,
2020-12-13 10:18 (EST),On Demand,Adrian Williams,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2020-10-18 10:00 (EST),,,,,,,23,,,
2020-12-14 10:11 (EST),On Demand,Jess King,45,Cycling,Low Impact,45 min Low Impact Ride,2020-09-02 17:18 (EST),192,71,34%,77,13.91,10.43,236,,,
2020-12-14 10:59 (EST),On Demand,Robin Arzon,20,Cycling,Low Impact,20 min Low Impact Ride,2020-11-11 11:59 (EST),80,67,33%,78,13.56,4.52,99,,,
2020-12-15 07:57 (EST),On Demand,Matt Wilpers,30,Cycling,Low Impact,30 min Low Impact Ride,2020-11-28 14:00 (EST),116,64,32%,79,13.34,6.67,142,,,
2020-12-15 08:30 (EST),On Demand,Kendall Toole,30,Cycling,Theme,30 min Movie Buff Ride: Holiday Special,2020-12-14 11:26 (EST),152,84,39%,71,14.87,7.43,186,,,
2020-12-15 09:03 (EST),On Demand,Robin Arzon,20,Cycling,Theme,20 min Year of Yes Ride,2020-12-14 10:00 (EST),62,51,35%,64,11.77,3.92,76,,,
2020-12-16 07:55 (EST),On Demand,Christine D'Ercole,45,Cycling,Music,45 min Pentatonix Ride,2020-12-13 13:25 (EST),240,89,38%,77,15.22,11.41,295,,,
2020-12-16 08:43 (EST),On Demand,Cody Rigsby,30,Cycling,Theme,"30 min XOXO, Cody: Festive Fantasy",2020-12-15 19:20 (EST),133,74,35%,76,13.92,6.96,164,,,
2020-12-17 14:45 (EST),On Demand,Cliff Dwenger,30,Cycling,Music,30 min Pop Ride,2020-12-16 04:00 (EST),3,54,28%,83,12.15,0.18,4,,,
2020-12-17 14:47 (EST),On Demand,Robin Arzon,30,Cycling,Intervals,30 min HIIT Ride,2020-12-16 11:23 (EST),163,91,39%,77,15.38,7.68,201,,,
2020-12-17 15:20 (EST),On Demand,Emma Lovewell,30,Cycling,Music,30 min Elvis Ride,2020-12-16 19:26 (EST),157,87,38%,77,15.15,7.57,193,,,
2020-12-18 09:50 (EST),On Demand,Jess King,30,Cycling,Theme,30 min The Jess King Experience,2020-12-17 19:50 (EST),153,85,36%,80,15.00,7.50,188,,,
2020-12-18 10:27 (EST),On Demand,Kendall Toole,45,Cycling,Intervals,45 min Intervals & Arms Ride,2020-12-13 07:55 (EST),186,69,38%,58,11.88,8.91,228,,,
2020-12-19 08:33 (EST),On Demand,Alex Toussaint,30,Cycling,Intervals,30 min HIIT Ride,2020-12-14 19:23 (EST),167,93,37%,80,15.51,7.76,205,,,
2020-12-19 09:05 (EST),On Demand,Leanne Hainsby,30,Cycling,Theme,30 min Work It Out: Festive,2020-12-18 09:25 (EST),147,82,36%,78,14.79,7.39,181,,,
2020-12-20 18:29 (EST),On Demand,Emma Lovewell,10,Strength,Pilates,10 min Intro to Pilates,2020-12-16 09:00 (EST),,,,,,,45,,,
2020-12-20 18:54 (EST),On Demand,Emma Lovewell,30,Strength,Pilates,30 min Pilates,2020-12-16 09:00 (EST),,,,,,,137,,,
2020-12-21 13:45 (EST),On Demand,Ally Love,45,Cycling,Music,45 min 90s Ride,2020-12-21 07:20 (EST),220,81,36%,78,14.72,11.04,270,,,
2020-12-21 14:35 (EST),On Demand,Christine D'Ercole,30,Cycling,Music,30 min P!nk Ride,2019-11-01 11:19 (EST),141,78,34%,81,14.35,7.17,173,,,
2020-12-21 15:08 (EST),On Demand,Hannah Corbin,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-12-11 09:00 (EST),,,,,,,11,,,
2020-12-22 10:35 (EST),On Demand,Kristin McGee,30,Strength,Pilates,30 min Pilates,2020-12-16 09:00 (EST),,,,,,,137,,,
2020-12-22 11:12 (EST),On Demand,Jess King,30,Cycling,Theme,30 min Holiday Ride,2020-12-21 17:25 (EST),161,89,38%,78,15.28,7.63,197,,,
2020-12-22 11:45 (EST),On Demand,Tunde Oyeneyin,30,Cycling,Music,30 min 90s Ride,2020-12-19 09:26 (EST),151,84,38%,75,14.84,7.42,186,,,
2020-12-23 10:56 (EST),On Demand,Jenn Sherman,60,Cycling,Theme,60 min Epic Sing Along Ride: Holiday,2020-12-20 09:25 (EST),334,93,40%,75,15.61,15.61,411,,,
2020-12-23 11:58 (EST),On Demand,Jenn Sherman,5,Cycling,Warm Up/Cool Down,5 min Cool Down Ride,2020-08-03 09:00 (EST),17,56,30%,78,12.58,1.04,20,,,
2020-12-24 08:41 (EST),On Demand,Emma Lovewell,30,Strength,Pilates,30 min Pilates,2020-12-16 09:00 (EST),,,,,,,137,,,
2020-12-24 09:13 (EST),On Demand,Emma Lovewell,15,Strength,Pilates,15 min Pilates,2020-12-16 09:00 (EST),,,,,,,68,,,
2020-12-24 09:38 (EST),On Demand,Jess King,45,Cycling,Theme,45 min Sweat Steady Ride,2020-12-12 11:53 (EST),243,90,40%,73,15.41,11.56,298,,,
2020-12-24 10:26 (EST),On Demand,Emma Lovewell,30,Cycling,Intervals,30 min Intervals & Arms Ride,2020-12-24 09:00 (EST),82,46,37%,47,9.42,4.71,101,,,
2020-12-25 09:14 (EST),On Demand,Sam Yo,30,Cycling,Low Impact,30 min Low Impact Ride,2020-11-05 12:20 (EST),104,58,33%,71,12.70,6.35,128,,,
2020-12-26 09:21 (EST),On Demand,Emma Lovewell,30,Strength,Pilates,30 min Pilates,2020-12-16 09:00 (EST),,,,,,,136,,,
2020-12-26 10:20 (EST),On Demand,Leanne Hainsby,30,Cycling,Music,30 min The Beatles Ride Vol. 1,2020-12-25 04:00 (EST),144,80,36%,77,14.68,7.34,176,,,
2020-12-26 10:53 (EST),On Demand,Emma Lovewell,30,Cycling,Theme,30 min Peloton Top 50 of 2020 (#50 - 41),2020-12-26 09:00 (EST),113,63,34%,71,12.93,6.46,139,,,
2020-12-26 11:25 (EST),On Demand,Emma Lovewell,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-10-14 09:00 (EST),,,,,,,11,,,
2020-12-27 10:30 (EST),On Demand,Jess King,45,Cycling,Intervals,45 min Intervals & Arms Ride,2020-12-14 09:53 (EST),212,78,34%,83,14.48,10.86,259,,,
2020-12-27 11:18 (EST),On Demand,Alex Toussaint,20,Cycling,Low Impact,20 min Low Impact Ride,2020-12-26 09:00 (EST),88,74,34%,81,14.13,4.71,108,,,
2020-12-28 09:25 (EST),On Demand,Emma Lovewell,30,Strength,Pilates,30 min Pilates,2020-12-16 09:00 (EST),,,,,,,137,,,
2020-12-28 10:12 (EST),On Demand,Leanne Hainsby,30,Cycling,Theme,30 min Peloton Top 50 of 2020 (#40 - 31),2020-12-27 09:00 (EST),149,83,36%,79,14.84,7.42,182,,,
2020-12-28 10:52 (EST),On Demand,Tunde Oyeneyin,20,Cycling,Theme,20 min Year of Yes Ride,2020-12-28 10:00 (EST),92,76,35%,79,14.42,4.80,112,,,
2020-12-28 11:14 (EST),On Demand,Tunde Oyeneyin,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-10-19 08:30 (EST),,,,,,,11,,,
2020-12-29 08:42 (EST),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,2020-12-23 05:53 (EST),219,81,34%,84,14.64,10.97,269,,,
2020-12-29 09:42 (EST),On Demand,Alex Toussaint,30,Cycling,Theme,30 min Peloton Top 50 of 2020 (#30 - 21),2020-12-28 19:24 (EST),130,73,35%,77,13.94,6.97,160,,,
2020-12-30 09:31 (EST),On Demand,Emma Lovewell,30,Strength,Pilates,30 min Pilates,2020-12-16 09:00 (EST),,,,,,,136,,,
2020-12-30 10:18 (EST),On Demand,Denis Morton,10,Cycling,Power Zone,10 min FTP Warm Up Ride,2019-12-18 14:23 (EST),49,82,33%,87,14.80,2.46,60,,,
2020-12-30 10:29 (EST),On Demand,Denis Morton,20,Cycling,Power Zone,20 min FTP Test Ride,2019-12-04 11:00 (EST),137,114,41%,79,17.10,5.70,167,,,
2020-12-30 10:56 (EST),On Demand,Cody Rigsby,30,Cycling,Theme,30 min Peloton Top 50 of 2020 (#20 - 11),2020-12-29 19:20 (EST),153,85,36%,79,14.90,7.44,187,,,
2020-12-31 09:07 (EST),On Demand,Jess King,45,Cycling,Theme,45 min JKE: New Years Eve Special,2020-12-31 09:00 (EST),243,90,40%,73,15.32,11.49,297,,,
2020-12-31 09:55 (EST),On Demand,Kendall Toole,20,Cycling,Music,20 min 90s Pop Ride,2020-12-26 09:00 (EST),95,79,38%,72,14.58,4.86,117,,,
2021-01-01 10:27 (EST),On Demand,Kendall Toole,30,Cycling,Theme,30 min Peloton Top 50 of 2020 (#10 - 01),2020-12-30 19:23 (EST),173,96,40%,74,15.83,7.91,212,,,
2021-01-01 10:59 (EST),On Demand,Sam Yo,30,Cycling,Theme,30 min New Year's Day Recovery Ride,2020-12-31 04:00 (EST),153,85,38%,74,15.03,7.52,188,,,
2021-01-02 10:12 (EST),On Demand,Alex Toussaint,45,Cycling,Music,45 min Hip Hop Ride,2020-12-30 07:23 (EST),246,91,39%,76,15.46,11.59,301,,,
2021-01-02 10:59 (EST),On Demand,Jess King,20,Cycling,Low Impact,20 min Low Impact Ride,2021-01-01 09:00 (EST),80,67,35%,72,13.49,4.49,98,,,
2021-01-03 09:59 (EST),On Demand,Kristin McGee,45,Strength,Pilates,45 min Pilates,2020-12-16 09:00 (EST),,,,,,,205,,,
2021-01-03 10:51 (EST),On Demand,Kendall Toole,45,Cycling,Music,45 min Pop Ride,2020-12-29 05:56 (EST),261,97,40%,74,15.87,11.90,320,,,
2021-01-04 07:36 (EST),On Demand,Tunde Oyeneyin,20,Cycling,Music,20 min 80s Hip Hop Ride,2020-12-31 09:00 (EST),105,88,36%,82,15.27,5.08,129,,,
2021-01-04 08:00 (EST),Live,Emma Lovewell,20,Cycling,Music,20 min 90s Ride,2021-01-04 07:53 (EST),120,100,40%,78,16.06,5.35,147,,,
2021-01-04 08:22 (EST),On Demand,Cody Rigsby,10,Cycling,Warm Up/Cool Down,10 min Cool Down Ride,2020-12-01 20:05 (EST),40,66,34%,75,13.53,2.25,49,,,
2021-01-05 17:00 (EST),Live,Tunde Oyeneyin,45,Cycling,Intervals,45 min Intervals & Arms Ride,2021-01-05 16:52 (EST),242,90,36%,83,15.37,11.52,296,,,
2021-01-05 17:48 (EST),On Demand,Matt Wilpers,20,Cycling,Low Impact,20 min Recovery Ride,2021-01-03 09:00 (EST),88,73,31%,90,14.16,4.72,107,,,
2021-01-05 18:10 (EST),On Demand,Olivia Amato,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-12-21 08:30 (EST),,,,,,,11,,,
2021-01-06 08:48 (EST),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,2021-01-06 05:52 (EST),232,86,35%,84,15.09,11.31,284,,,
2021-01-06 09:35 (EST),On Demand,Denis Morton,10,Cycling,Warm Up/Cool Down,10 min Cool Down Ride,2020-11-21 11:45 (EST),30,50,28%,81,11.90,1.98,37,,,
2021-01-06 09:47 (EST),On Demand,Denis Morton,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-12-16 09:00 (EST),,,,,,,11,,,
2021-01-07 07:00 (EST),On Demand,Hannah Corbin,45,Strength,Pilates,45 min Pilates,2020-12-16 09:00 (EST),,,,,,,205,,,
2021-01-07 07:53 (EST),On Demand,Robin Arzon,30,Cycling,Music,30 min 90s Hip Hop Ride,2021-01-06 11:22 (EST),132,73,35%,78,14.11,7.05,161,,,
2021-01-07 08:26 (EST),On Demand,Cody Rigsby,30,Cycling,Music,30 min Pop Ride,2021-01-05 19:20 (EST),141,79,37%,75,14.50,7.25,173,,,
2021-01-07 08:58 (EST),On Demand,Cody Rigsby,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-10-26 08:30 (EST),,,,,,,11,,,
2021-01-08 08:38 (EST),On Demand,Jess King,30,Cycling,Theme,30 min The Jess King Experience,2021-01-07 19:50 (EST),180,100,41%,75,16.03,8.01,220,,,
2021-01-08 09:11 (EST),On Demand,Matt Wilpers,30,Cycling,Power Zone,30 min Power Zone Endurance Pop Ride,2021-01-07 05:54 (EST),141,78,33%,85,14.57,7.28,173,,,
2021-01-08 09:42 (EST),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-09-21 17:00 (EST),,,,,,,11,,,
2021-01-09 09:22 (EST),On Demand,Emma Lovewell,30,Strength,Pilates,30 min Pilates,2020-12-16 09:00 (EST),,,,,,,136,,,
2021-01-09 09:59 (EST),On Demand,Tunde Oyeneyin,45,Cycling,Music,45 min Pop Ride,2021-01-08 11:24 (EST),214,79,39%,71,14.59,10.94,262,,,
2021-01-09 10:47 (EST),On Demand,Robin Arzon,20,Cycling,Theme,20 min Year of Yes Ride,2021-01-08 16:51 (EST),98,82,37%,77,14.76,4.92,120,,,
2021-01-10 09:19 (EST),On Demand,Jess King,30,Cycling,Music,30 min Hip Hop Ride,2021-01-09 13:21 (EST),175,97,40%,77,15.93,7.96,214,,,
2021-01-10 09:52 (EST),On Demand,Jess King,30,Cycling,Music,30 min 90s Ride,2021-01-08 19:19 (EST),155,86,38%,78,15.11,7.55,189,,,
2021-01-11 17:25 (EST),On Demand,Emma Lovewell,45,Cycling,Music,45 min 90s Ride,2021-01-11 05:54 (EST),243,90,39%,75,15.41,11.55,298,,,
2021-01-11 18:13 (EST),On Demand,Robin Arzon,20,Cycling,Low Impact,20 min Low Impact Ride,2021-01-08 17:29 (EST),74,62,31%,78,12.94,4.31,90,,,
2021-01-11 18:36 (EST),On Demand,Alex Toussaint,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-10-28 09:00 (EST),,,,,,,11,,,
2021-01-12 08:24 (EST),On Demand,Leanne Hainsby,45,Cycling,Music,45 min 2010s Ride,2021-01-09 06:55 (EST),226,84,37%,76,14.89,11.16,277,,,
2021-01-12 09:12 (EST),On Demand,Leanne Hainsby,10,Cycling,Warm Up/Cool Down,10 min Cool Down Ride,2020-10-20 03:00 (EST),38,63,36%,68,13.18,2.19,46,,,
2021-01-13 18:07 (EST),On Demand,Multiple Instructors ,45,Cycling,Theme,45 min All For One Ride,2020-07-02 09:00 (EST),231,85,38%,76,15.04,11.28,282,,,
2021-01-13 18:55 (EST),On Demand,Emma Lovewell,30,Cycling,Intervals,30 min Intervals & Arms Ride,2021-01-11 07:51 (EST),91,50,34%,60,11.28,5.64,111,,,
2021-01-14 18:26 (EST),On Demand,Matt Wilpers,30,Cycling,Music,30 min Tiesto Ride,2021-01-13 19:21 (EST),161,90,42%,69,15.30,7.64,300,153.02,,
2021-01-14 18:58 (EST),On Demand,Jess King,20,Cycling,Music,20 min EDM Trap Ride,2021-01-13 14:00 (EST),106,89,40%,72,15.29,5.09,200,152.79,,
2021-01-14 19:18 (EST),On Demand,Jess King,5,Cycling,Warm Up/Cool Down,5 min Cool Down Ride,2020-12-30 09:00 (EST),19,64,30%,85,13.34,1.11,40,135.82,,
2021-01-15 11:56 (EST),On Demand,Kendall Toole,45,Cycling,Music,45 min Metallica Ride,2020-11-18 19:26 (EST),262,97,39%,78,15.89,11.90,465,155.73,,
2021-01-16 09:13 (EST),On Demand,Robin Arzon,45,Cycling,Live DJ,45 min Live DJ Ride,2021-01-15 18:47 (EST),230,85,39%,74,15.00,11.25,445,151.60,,
2021-01-16 10:00 (EST),On Demand,Jess King,30,Cycling,Theme,30 min The Jess King Experience,2021-01-14 19:47 (EST),124,69,39%,62,13.23,6.61,226,131.33,,
2021-01-16 10:31 (EST),On Demand,Jess King,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-11-05 09:00 (EST),,,,,,,16,91.17,,
2021-01-17 10:05 (EST),On Demand,Emma Lovewell,15,Strength,Pilates,15 min Pilates,2020-12-16 09:00 (EST),,,,,,,68,,,
2021-01-17 10:29 (EST),On Demand,Denis Morton,45,Cycling,Power Zone,45 min Power Zone Ride,2021-01-12 07:55 (EST),250,93,38%,79,15.59,11.69,457,154.28,,
2021-01-17 11:16 (EST),On Demand,Tunde Oyeneyin,20,Cycling,Intervals,20 min HIIT Ride,2021-01-12 17:23 (EST),96,80,37%,73,14.20,4.73,185,146.43,,
2021-01-17 11:37 (EST),On Demand,Tunde Oyeneyin,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-10-19 08:30 (EST),,,,,,,21,101.74,,
2021-01-18 08:39 (EST),On Demand,Emma Lovewell,45,Cycling,Groove,45 min Groove Ride,2021-01-14 07:50 (EST),233,86,41%,69,15.09,11.31,472,157.05,,
2021-01-18 09:25 (EST),On Demand,Emma Lovewell,5,Cycling,Warm Up/Cool Down,5 min Cool Down Ride,2020-10-08 09:00 (EST),20,67,35%,72,13.53,1.13,39,133.46,,
2021-01-19 07:22 (EST),On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,2021-01-16 07:54 (EST),393,87,36%,81,15.27,19.08,712,146.34,,
2021-01-19 08:40 (EST),On Demand,Alex Toussaint,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-10-28 09:00 (EST),,,,,,,17,92.32,,
2021-01-20 07:14 (EST),On Demand,Alex Toussaint,45,Cycling,Intervals,45 min HIIT & Hills Ride,2021-01-18 19:21 (EST),248,92,40%,74,15.49,11.62,493,161.10,,
2021-01-20 08:00 (EST),Live,Cody Rigsby,20,Cycling,Groove,20 min Groove Ride,2021-01-20 07:50 (EST),97,81,37%,74,14.69,4.90,191,148.73,,
2021-01-21 07:16 (EST),On Demand,Emma Lovewell,30,Strength,Pilates,30 min Pilates,2020-12-16 09:00 (EST),,,,,,,136,,,
2021-01-21 08:07 (EST),On Demand,Robin Arzon,30,Cycling,Music,30 min Pop Ride,2021-01-20 11:21 (EST),144,80,39%,71,14.63,7.31,260,140.92,,
2021-01-21 08:39 (EST),On Demand,Tunde Oyeneyin,30,Cycling,Music,30 min Pop Ride,2021-01-20 19:24 (EST),140,78,36%,77,14.41,7.20,265,142.59,,
2021-01-22 12:45 (EST),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2019-12-21 12:35 (EST),292,81,35%,82,14.75,14.75,566,147.95,,
2021-01-23 08:41 (EST),On Demand,Emma Lovewell,30,Strength,Pilates,30 min Pilates,2020-12-16 09:00 (EST),,,,,,,136,,,
2021-01-23 09:26 (EST),On Demand,Leanne Hainsby,30,Cycling,Music,30 min Wicked Ride,2021-01-21 13:25 (EST),156,87,37%,80,15.15,7.57,299,151.85,,
2021-01-23 09:58 (EST),On Demand,Jess King,30,Cycling,Theme,30 min The Jess King Experience,2021-01-21 19:48 (EST),127,71,36%,69,13.48,6.74,243,136.38,,
2021-01-24 09:03 (EST),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,2020-12-12 07:53 (EST),309,86,37%,79,15.00,15.00,606,153.53,,
2021-01-24 10:04 (EST),On Demand,Matt Wilpers,5,Cycling,Warm Up/Cool Down,5 min Cool Down Ride,2020-11-02 08:30 (EST),13,43,26%,81,11.09,0.92,31,120.54,,
2021-01-24 10:10 (EST),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-09-21 17:00 (EST),,,,,,,15,90.28,,
2021-01-25 20:57 (EST),On Demand,Tunde Oyeneyin,45,Cycling,Low Impact,45 min Low Impact Ride,2020-08-26 11:22 (EST),81,20,32%,38,7.06,6.32,200,98.04,,
2021-01-26 18:09 (EST),On Demand,Jess King,30,Cycling,Music,30 min House Ride,2021-01-23 11:53 (EST),151,84,39%,74,14.88,7.43,279,146.95,,
2021-01-26 18:42 (EST),On Demand,Tunde Oyeneyin,30,Cycling,Intervals,30 min Intervals & Arms Ride,2021-01-23 09:25 (EST),125,69,35%,73,13.61,6.80,236,134.16,,
2021-01-27 07:51 (EST),On Demand,Emma Lovewell,15,Strength,Pilates,15 min Pilates,2020-12-16 09:00 (EST),,,,,,,68,,,
2021-01-27 08:13 (EST),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2021-01-09 07:54 (EST),312,87,35%,84,15.20,15.20,564,147.67,,
2021-01-28 22:25 (EST),On Demand,Aditi Shah,5,Meditation,Mindfulness,5 min Body Scan Meditation,2021-01-28 08:00 (EST),,,,,,,,,,
2021-01-29 19:15 (EST),,,3,Cycling,,3 min Just Ride,,9,45,29%,71,11.08,0.59,12,95.71,,
2021-01-29 19:20 (EST),On Demand,Denis Morton,45,Cycling,Music,45 min 80s Ride,2021-01-26 07:55 (EST),191,71,36%,72,13.72,10.29,336,130.59,,
2021-01-30 09:02 (EST),On Demand,Jess King,20,Cycling,Music,20 min Latin Ride,2021-01-27 14:00 (EST),112,93,38%,79,15.58,5.19,196,151.07,,
2021-01-30 09:24 (EST),On Demand,Jess King,30,Cycling,Theme,30 min The Jess King Experience,2021-01-28 19:49 (EST),160,89,38%,76,15.27,7.63,293,150.83,,
2021-01-30 09:57 (EST),On Demand,Jess King,5,Cycling,Warm Up/Cool Down,5 min Cool Down Ride,2020-12-30 09:00 (EST),10,33,27%,65,9.75,0.81,21,103.23,,
2021-01-30 10:02 (EST),On Demand,Jess King,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-11-05 09:00 (EST),,,,,,,10,72.14,,
2021-01-31 07:57 (EST),On Demand,Selena Samuela,15,Cardio,HIIT,15 min HIIT Cardio,2021-01-28 08:00 (EST),,,,,,,78,,,
2021-01-31 08:13 (EST),On Demand,Emma Lovewell,15,Strength,Pilates,15 min Pilates,2020-12-16 09:00 (EST),,,,,,,68,,,
2021-01-31 08:39 (EST),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2021-01-30 07:52 (EST),298,83,34%,86,14.87,14.87,549,145.46,,
2021-01-31 09:41 (EST),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-09-21 17:00 (EST),,,,,,,13,80.50,,
2021-02-01 17:48 (EST),On Demand,Jess King,45,Cycling,Theme,45 min Sweat Steady Ride,2021-01-30 11:52 (EST),236,87,38%,77,15.24,11.42,384,140.03,,
2021-02-03 09:54 (EST),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,2021-02-03 05:52 (EST),229,85,36%,81,14.98,11.23,415,145.94,,
2021-02-03 10:41 (EST),On Demand,Sam Yo,15,Cycling,Low Impact,15 min Low Impact Ride,2021-02-02 02:52 (EST),55,61,34%,70,12.98,3.25,93,119.94,,
2021-02-04 08:45 (EST),On Demand,Emma Lovewell,15,Strength,Pilates,15 min Pilates,2020-12-16 09:00 (EST),,,,,,,68,,,
2021-02-04 09:12 (EST),On Demand,Robin Arzon,30,Cycling,Music,30 min 90s Ride,2021-01-29 16:52 (EST),159,89,37%,80,15.30,7.65,267,142.50,,
2021-02-04 09:44 (EST),On Demand,Jess King,20,Cycling,Music,20 min 90s Dance Ride,2021-02-03 16:52 (EST),105,88,39%,74,15.09,5.03,186,146.82,,
2021-02-04 10:05 (EST),On Demand,Jess King,5,Cycling,Warm Up/Cool Down,5 min Cool Down Ride,2020-12-30 09:00 (EST),25,82,36%,79,14.93,1.24,37,131.15,,
2021-02-05 07:13 (EST),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2020-12-19 07:53 (EST),299,83,34%,86,14.93,14.92,560,147.03,,
2021-02-06 09:42 (EST),On Demand,Emma Lovewell,30,Cycling,Music,30 min Hip Hop Ride,2021-02-04 16:50 (EST),163,90,37%,81,15.37,7.68,293,150.42,,
2021-02-06 10:13 (EST),On Demand,Tunde Oyeneyin,20,Cycling,Theme,20 min Year of Yes Ride,2021-02-05 16:51 (EST),99,83,35%,81,14.81,4.93,186,146.54,,
2021-02-06 10:34 (EST),On Demand,Tunde Oyeneyin,5,Cycling,Warm Up/Cool Down,5 min Cool Down Ride,2020-10-12 08:30 (EST),17,57,29%,84,12.63,1.05,30,118.55,,
2021-02-07 09:02 (EST),On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,2020-10-10 07:55 (EST),422,78,33%,84,14.44,21.66,731,136.45,,
2021-02-08 17:42 (EST),On Demand,Jess King,30,Cycling,Theme,30 min Sweat Steady Ride,2021-02-06 11:55 (EST),156,87,37%,78,15.24,7.61,260,141.10,,
2021-02-09 16:55 (EST),On Demand,Jess King,20,Cycling,Music,20 min Hip Hop Ride,2021-02-03 17:29 (EST),83,69,32%,81,13.76,4.58,121,118.39,,
2021-02-09 17:24 (EST),On Demand,Kendall Toole,20,Cycling,Low Impact,20 min Low Impact Ride,2021-02-08 11:54 (EST),78,65,38%,62,12.62,4.20,115,116.02,,
2021-02-10 07:47 (EST),On Demand,Alex Toussaint,45,Cycling,Theme,45 min 5-Year Anniversary Ride,2021-02-08 19:20 (EST),265,98,39%,79,15.94,11.95,475,157.63,,
2021-02-10 08:33 (EST),On Demand,Cody Rigsby,5,Cycling,Warm Up/Cool Down,5 min Cool Down Ride,2020-12-28 09:00 (EST),24,79,37%,74,14.66,1.22,40,136.17,,
2021-02-11 06:44 (EST),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2020-11-07 07:53 (EST),290,85,34%,86,15.09,14.57,492,137.45,,
2021-02-12 07:30 (EST),On Demand,Jess King,45,Cycling,Music,45 min House Ride,2021-02-10 16:54 (EST),234,87,38%,77,15.11,11.33,409,144.84,,
2021-02-13 10:02 (EST),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2020-12-05 07:51 (EST),317,88,33%,91,15.35,15.34,626,156.58,,
2021-02-13 11:02 (EST),On Demand,Matt Wilpers,5,Cycling,Warm Up/Cool Down,5 min Cool Down Ride,2020-11-02 08:30 (EST),17,57,27%,88,12.33,1.03,45,144.02,,
2021-02-14 11:56 (EST),On Demand,Alex Toussaint,45,Cycling,Theme,45 min Club Bangers Ride,2021-02-06 13:24 (EST),284,105,41%,77,16.42,12.31,497,162.00,,
2021-02-14 12:43 (EST),On Demand,Cody Rigsby,30,Cycling,Music,30 min Pop Ride,2021-02-07 13:00 (EST),170,94,38%,79,15.68,7.84,316,157.43,,
2021-02-14 13:13 (EST),On Demand,Cody Rigsby,5,Cycling,Warm Up/Cool Down,5 min Cool Down Ride,2020-12-28 09:00 (EST),18,59,29%,86,12.85,1.07,39,133.49,,
2021-02-15 10:35 (EST),On Demand,Leanne Hainsby,20,Cycling,Music,20 min 90s Ride,2021-02-15 03:17 (EST),107,89,36%,85,15.36,5.12,203,154.18,,
2021-02-15 10:56 (EST),On Demand,Leanne Hainsby,5,Cycling,Warm Up/Cool Down,5 min Warm Up Ride,2021-01-16 02:00 (EST),18,61,29%,88,13.04,1.08,36,128.61,,
2021-02-15 11:17 (EST),On Demand,Denis Morton,30,Cycling,Theme,30 min Reset,2021-02-11 19:23 (EST),120,67,32%,78,13.33,6.66,211,127.16,,
